QLFCB/2015/64930;21/09/2015;III;Sandro Giovannini 35;1;1,81;1,81;-;;
QLFCB/2015/64928;22/09/2015;X;dell'Idrovolante 2A;1;0,53;0,53;-;;
QLFCB/2015/64915;28/09/2015;V;Pio Joris 21A;1;0,79;0,79;-;;
QLFCB/2015/74473;09/10/2015;XIV;Gambolò 33;1;3;3;-;;
QLFCB/2015/68287;13/10/2015;XII;della Pisana 45;1;0;0;-;;
QLFCB/2015/68172;14/10/2015;VII;della Stazione Tuscolana 123;1;0,78;0,78;-;;
QLFCB/2015/72145;22/10/2015;IX;Tor dei Cenci 151;1;1,15;1,15;-;;
QLFCB/2015/69883;27/10/2015;XV;Isola Farnese 1;1;1,01;1,01;-;;
QLFCB/2015/71299;30/10/2015;II;Pisa 30;1;0;0;-;;
QLFCB/2015/71292;03/11/2015;XIII;Pio VIII;1;0;0;-;;
QLFCB/2015/70888;04/11/2015;IX;Viale America 93;1;1,55;1,55;-;;
QLFCB/2015/71570;06/11/2015;VI;Michele de Marco 50;1;1,13;1,13;-;;
QLFCB/2015/58427;11/11/2015;VII;Appia Nuova 889;1;0,31;0,31;-;;
QLFCB/2015/58427;11/11/2015;VII;Appia Nuova 889;2;0,42;0,42;-;;
QLFCB/2015/58427;11/11/2015;VII;Appia Nuova 889;3;0,7;0,7;-;;
QLFCB/2015/58427;11/11/2015;VII;Appia Nuova 889;4;0;0;-;;
QLFCB/2015/58427;11/11/2015;VII;Appia Nuova 889;5;3,1;3,1;-;;
QLFCB/2015/58427;11/11/2015;VII;Appia Nuova 889;6;3,35;-;-;;
QLFCB/2015/72639;12/11/2015;I;del Colle Oppio 12;1;0;0;-;;
QLFCB/2015/74471;13/11/2015;IX;Viale America 93;1;2,7;2,7;-;;
QLFCB/2015/76495;23/11/2015;III;delle Isole Curzolane 29;1;0,87;0,87;-;;
QLFCB/2015/76497;26/11/2015;XIV;San Cipriano 38;1;2,97;2,97;-;;
QLFCB/2015/77611;27/11/2015;I;Galvani 33;1;1,33;1,33;-;;
QLFCB/2015/77638;01/12/2015;XV;Flaminia 785;1;0;0;-;;
QLFCB/2016/1330;01/12/2015;I;Andrea Doria 16;1;1,9;1,9;-;;
QLFCB/2016/1330;01/12/2015;I;Andrea Doria 16;2;1,14;1,14;-;1,11;1,11
QLFCB/2015/77639;02/12/2015;XV;Giulio Galli 80;1;0,31;0,31;-;;
QLFCB/2015/79119;11/12/2015;XIV;Filippo Nicolai 70;1;2,72;2,72;-;;
QLFCB/2015/79233;11/12/2015;XIV;Filippo Nicolai 60;1;2,32;2,32;-;;
QLFCB/2016/4365;16/12/2015;VII;Lucio Mariani 34;1;0;0;-;;
QLFCB/2015/81009;18/12/2015;III;Cinigiano 65;1;1,2;1,2;-;;
QLFCB/2016/209 ;23/12/2015;IX;Padre Alberto Grammatico 24;1;0,87;0,87;-;;
QLFCB/2016/1091;29/12/2015;XI;Ernesto Nathan 75;1;0;0;-;;
