QLFCB/2014/37851;30/05/2014;II;Piazza Regina Margherita 4;1;0,53;0,53;-;;
QLFCB/2014/41141;30/05/2014;IX;dei Genieri 80;1;2,6;2,6;-;;
QLFCB/2014/41141;30/05/2014;IX;dei Genieri 80;2;1,02;1,02;-;;
QLFCB/2014/43294;05/06/2014;I;Conte Rosso 5;1;0;0;-;;
QLFCB/2014/44255;06/06/2014;XIV;Dusmet 15;1;1,66;1,66;-;;
QLFCB/2014/44255;06/06/2014;XIV;Dusmet 15;1;2,64;2,64;-;;
QLFCB/2014/41556;10/06/2014;XV;del Nuoto 7;1;1,49;1,49;-;;
QLFCB/2014/40159;11/06/2014;VI;Gian Battista Miliani 29;1;1,97;1,97;-;;
QLFCB/2014/40173;11/06/2014;VI;Gian Battista Miliani 26;1;3,28;3,28;-;;
QLFCB/2014/44534;12/06/2014;XII;Giuseppe D'Avarna 23;1;0;0;-;;
QLFCB/2014/44612;17/06/2014;XI;Antonio Roiti 14;1;1,13;1,13;-;;
QLFCB/2014/44538;19/06/2014;I;Riccardo Grazioli Lante 5;1;1,38;1,38;-;;
QLFCB/2014/49442;19/06/2014;VI;Spinetoli;1;1,18;1,18;-;;
QLFCB/2014/49442;19/06/2014;VI;Spinetoli;2;0,7;0,7;-;;
QLFCB/2014/44623;25/06/2014;XIV;Quintiliano 16;1;1,13;1,13;-;;
QLFCB/2014/46099;27/06/2014;II;Tripolitania 115;1;0;0;-;;
QLFCB/2014/46099;27/06/2014;II;Tripolitania 115;2;0;0;-;;
QLFCB/2014/46095;02/07/2014;IX;Leone Tolstoj 4;1;2,26;2,26;-;;
QLFCB/2014/48621;09/07/2014;II;Antonio Vivaldi 29;1;0,71;0,71;-;;
QLFCB/2014/52995;11/07/2014;IX;Andrea Millevoi 505;1;0;0;-;;
QLFCB/2015/48028;14/07/2014;I;Calabria 7;1;3,93;3,93;-;3,02;3,02
QLFCB/2014/73947;17/07/2014;XIV;Marcantonio Bragadin 75;1;1,75;1,75;-;;
QLFCB/2014/73947;17/07/2014;XIV;Marcantonio Bragadin 75;2;1,67;1,67;-;;
QLFCB/2014/50814;24/07/2014;X;Giuseppe Genoese Zerbi 4;1;0,92;0,92;-;;
QLFCB/2014/52994;25/07/2014;VI;Gragnano 3;1;1,46;1,46;-;;
QLFCB/2014/55308;07/08/2014;V;Delia 106;1;1,27;1,27;-;;
QLFCB/2014/55307;08/08/2014;XIV;Cadlolo 90;1;1,76;1,76;-;;
QLFCB/2014/57446;27/08/2014;X;Giuseppe Fiorelli 91;1;0,47;0,47;-;;
QLFCB/2014/59137;03/09/2014;XII;Carlo Severini 20;1;1,1;1,1;-;;
QLFCB/2014/63390;24/09/2014;V;delle Liane 14;1;0;0;-;;
QLFCB/2014/65634;26/09/2014;VIII;Carlo Spinola 5B;1;0,78;0,78;-;;
QLFCB/2014/65286;01/10/2014;XV;Corso Francia 126;1;1,81;1,81;-;;
QLFCB/2014/65735;03/10/2014;VI;dei Centauri 14;1;0,37;0,37;-;;
;07/10/2014;XIV;Proba Petronia 83;1;2,08;-;-;;
QLFCB/2014/67185;08/10/2014;II;Torquato Taramelli 4;1;0,7;0,7;-;;
QLFCB/2014/83579;09/10/2014;I;Colonna Antonina 52;1;1,21;1,21;-;;
QLFCB/2014/69307;13/10/2014;I;Toscana 42;1;0,99;0,99;-;;
QLFCB/2014/69254;14/10/2014;I;della Fontanella 4;1;0;0;-;;
QLFCB/2014/83516;15/10/2014;V;A. Zanibelli 15B;1;0,68;0,68;-;;
QLFCB/2014/83518;15/10/2014;V;Claudio Truffi 13;1;1,17;1,17;-;;
QLFCB/2014/83529;15/10/2014;V;Claudio Truffi 20;1;0,62;0,62;-;;
QLFCB/2014/71260;17/10/2014;VIII;del Tintoretto 395;1;1,19;1,19;-;;
QLFCB/2014/70593;22/10/2014;VII;Deruta 13;1;2,16;2,16;-;;
QLFCB/2015/3732;23/10/2014;VI;Montottone 104;1;1,76;-;-;;
QLFCB/2015/3732;23/10/2014;VI;Montottone 104;2;3,84;-;-;;
QLFCB/2014/73104;29/10/2014;IX;Emilio Colombo 40;1;1,91;1,91;-;;
QLFCB/2014/83517;29/10/2014;VII;Lucio Mariani 34;1;0;0;-;;
QLFCB/2014/83513;30/10/2014;V;A. Zanibelli 15B;1;1,82;1,82;-;;
QLFCB/2014/83583;30/10/2014;V;A. Zanibelli 15B;1;1,16;1,16;-;;
QLFCB/2014/79139;31/10/2014;IV;di Casal Bertone 90;1;2,04;2,04;-;;
QLFCB/2014/74218;04/11/2014;V;delle Liane 15;1;0,83;0,83;-;;
QLFCB/2014/74251;04/11/2014;V;delle Liane 15B;1;2,17;-;-;;
QLFCB/2014/76180;04/11/2014;II;Ombrone 12B;1;0;0;-;;
QLFCB/2014/83594;14/11/2014;VII;degli Ottavi 31;1;0,97;0,97;-;;
QLFCB/2015/537;18/11/2014;XIV;Lucilio 66;1;3,43;3,43;-;;
QLFCB/2015/537;18/11/2014;XIV;Lucilio 66;2;1,48;1,48;-;;
QLFCB/2014/78806;21/11/2014;IV;Giulio Curioni 80;1;3,38;3,38;-;2,71;2,71
QLFCB/2014/82466;21/11/2014;IV;Cesare Massini 20;1;1,11;1,11;-;;
QLFCB/2014/84172;21/11/2014;V;Giorgio Pitacco 38;1;0;0;-;;
QLFCB/2014/80774;27/11/2014;IX;Viale dell'Aeronautica 34;1;0,81;0,81;-;;
QLFCB/2014/82465;01/12/2014;II;Alessandria 160;1;5,83;5,83;-;4,79;4,79
QLFCB/2014/82464;03/12/2014;VII;Magna Grecia 65;1;0,72;0,72;-;;
QLFCB/2014/85955;22/12/2014;I;degli Scipioni 191;1;0,3;0,3;-;;
QLFCB/2015/532;22/12/2014;V;Pio Joris 19F;1;0,89;0,89;-;;
QLFCB/2015/530;30/12/2014;X;Francesco Orioli 48;1;0;0;-;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
